law,budget,replication,method,rule,family_noncoverage,false_certification
biased_zero_rank_contrast,3072,156,complete_u,range,False,False
biased_zero_rank_contrast,3072,156,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,157,shared_correction,range,False,False
biased_zero_rank_contrast,3072,157,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,157,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,157,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,157,complete_u,range,False,False
biased_zero_rank_contrast,3072,157,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,158,shared_correction,range,False,False
biased_zero_rank_contrast,3072,158,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,158,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,158,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,158,complete_u,range,False,False
biased_zero_rank_contrast,3072,158,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,159,shared_correction,range,False,False
biased_zero_rank_contrast,3072,159,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,159,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,159,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,159,complete_u,range,False,False
biased_zero_rank_contrast,3072,159,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,160,shared_correction,range,False,False
biased_zero_rank_contrast,3072,160,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,160,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,160,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,160,complete_u,range,False,False
biased_zero_rank_contrast,3072,160,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,161,shared_correction,range,False,False
biased_zero_rank_contrast,3072,161,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,161,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,161,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,161,complete_u,range,False,False
biased_zero_rank_contrast,3072,161,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,162,shared_correction,range,False,False
biased_zero_rank_contrast,3072,162,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,162,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,162,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,162,complete_u,range,False,False
biased_zero_rank_contrast,3072,162,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,163,shared_correction,range,False,False
biased_zero_rank_contrast,3072,163,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,163,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,163,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,163,complete_u,range,False,False
biased_zero_rank_contrast,3072,163,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,164,shared_correction,range,False,False
biased_zero_rank_contrast,3072,164,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,164,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,164,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,164,complete_u,range,False,False
biased_zero_rank_contrast,3072,164,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,165,shared_correction,range,False,False
biased_zero_rank_contrast,3072,165,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,165,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,165,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,165,complete_u,range,False,False
biased_zero_rank_contrast,3072,165,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,166,shared_correction,range,False,False
biased_zero_rank_contrast,3072,166,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,166,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,166,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,166,complete_u,range,False,False
biased_zero_rank_contrast,3072,166,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,167,shared_correction,range,False,False
biased_zero_rank_contrast,3072,167,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,167,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,167,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,167,complete_u,range,False,False
biased_zero_rank_contrast,3072,167,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,168,shared_correction,range,False,False
biased_zero_rank_contrast,3072,168,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,168,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,168,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,168,complete_u,range,False,False
biased_zero_rank_contrast,3072,168,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,169,shared_correction,range,False,False
biased_zero_rank_contrast,3072,169,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,169,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,169,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,169,complete_u,range,False,False
biased_zero_rank_contrast,3072,169,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,170,shared_correction,range,False,False
biased_zero_rank_contrast,3072,170,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,170,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,170,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,170,complete_u,range,False,False
biased_zero_rank_contrast,3072,170,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,171,shared_correction,range,False,False
biased_zero_rank_contrast,3072,171,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,171,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,171,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,171,complete_u,range,False,False
biased_zero_rank_contrast,3072,171,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,172,shared_correction,range,False,False
biased_zero_rank_contrast,3072,172,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,172,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,172,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,172,complete_u,range,False,False
biased_zero_rank_contrast,3072,172,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,173,shared_correction,range,False,False
biased_zero_rank_contrast,3072,173,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,173,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,173,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,173,complete_u,range,False,False
biased_zero_rank_contrast,3072,173,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,174,shared_correction,range,False,False
biased_zero_rank_contrast,3072,174,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,174,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,174,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,174,complete_u,range,False,False
biased_zero_rank_contrast,3072,174,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,175,shared_correction,range,False,False
biased_zero_rank_contrast,3072,175,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,175,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,175,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,175,complete_u,range,False,False
biased_zero_rank_contrast,3072,175,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,176,shared_correction,range,False,False
biased_zero_rank_contrast,3072,176,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,176,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,176,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,176,complete_u,range,False,False
biased_zero_rank_contrast,3072,176,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,177,shared_correction,range,False,False
biased_zero_rank_contrast,3072,177,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,177,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,177,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,177,complete_u,range,False,False
biased_zero_rank_contrast,3072,177,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,178,shared_correction,range,False,False
biased_zero_rank_contrast,3072,178,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,178,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,178,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,178,complete_u,range,False,False
biased_zero_rank_contrast,3072,178,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,179,shared_correction,range,False,False
biased_zero_rank_contrast,3072,179,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,179,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,179,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,179,complete_u,range,False,False
biased_zero_rank_contrast,3072,179,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,180,shared_correction,range,False,False
biased_zero_rank_contrast,3072,180,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,180,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,180,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,180,complete_u,range,False,False
biased_zero_rank_contrast,3072,180,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,181,shared_correction,range,False,False
biased_zero_rank_contrast,3072,181,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,181,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,181,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,181,complete_u,range,False,False
biased_zero_rank_contrast,3072,181,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,182,shared_correction,range,False,False
biased_zero_rank_contrast,3072,182,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,182,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,182,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,182,complete_u,range,False,False
biased_zero_rank_contrast,3072,182,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,183,shared_correction,range,False,False
biased_zero_rank_contrast,3072,183,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,183,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,183,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,183,complete_u,range,False,False
biased_zero_rank_contrast,3072,183,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,184,shared_correction,range,False,False
biased_zero_rank_contrast,3072,184,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,184,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,184,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,184,complete_u,range,False,False
biased_zero_rank_contrast,3072,184,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,185,shared_correction,range,False,False
biased_zero_rank_contrast,3072,185,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,185,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,185,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,185,complete_u,range,False,False
biased_zero_rank_contrast,3072,185,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,186,shared_correction,range,False,False
biased_zero_rank_contrast,3072,186,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,186,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,186,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,186,complete_u,range,False,False
biased_zero_rank_contrast,3072,186,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,187,shared_correction,range,False,False
biased_zero_rank_contrast,3072,187,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,187,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,187,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,187,complete_u,range,False,False
biased_zero_rank_contrast,3072,187,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,188,shared_correction,range,False,False
biased_zero_rank_contrast,3072,188,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,188,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,188,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,188,complete_u,range,False,False
biased_zero_rank_contrast,3072,188,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,189,shared_correction,range,False,False
biased_zero_rank_contrast,3072,189,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,189,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,189,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,189,complete_u,range,False,False
biased_zero_rank_contrast,3072,189,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,190,shared_correction,range,False,False
biased_zero_rank_contrast,3072,190,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,190,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,190,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,190,complete_u,range,False,False
biased_zero_rank_contrast,3072,190,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,191,shared_correction,range,False,False
biased_zero_rank_contrast,3072,191,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,191,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,191,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,191,complete_u,range,False,False
biased_zero_rank_contrast,3072,191,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,192,shared_correction,range,False,False
biased_zero_rank_contrast,3072,192,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,192,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,192,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,192,complete_u,range,False,False
biased_zero_rank_contrast,3072,192,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,193,shared_correction,range,False,False
biased_zero_rank_contrast,3072,193,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,193,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,193,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,193,complete_u,range,False,False
biased_zero_rank_contrast,3072,193,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,194,shared_correction,range,False,False
biased_zero_rank_contrast,3072,194,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,194,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,194,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,194,complete_u,range,False,False
biased_zero_rank_contrast,3072,194,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,195,shared_correction,range,False,False
biased_zero_rank_contrast,3072,195,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,195,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,195,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,195,complete_u,range,False,False
biased_zero_rank_contrast,3072,195,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,196,shared_correction,range,False,False
biased_zero_rank_contrast,3072,196,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,196,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,196,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,196,complete_u,range,False,False
biased_zero_rank_contrast,3072,196,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,197,shared_correction,range,False,False
biased_zero_rank_contrast,3072,197,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,197,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,197,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,197,complete_u,range,False,False
biased_zero_rank_contrast,3072,197,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,198,shared_correction,range,False,False
biased_zero_rank_contrast,3072,198,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,198,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,198,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,198,complete_u,range,False,False
biased_zero_rank_contrast,3072,198,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,199,shared_correction,range,False,False
biased_zero_rank_contrast,3072,199,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,199,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,199,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,199,complete_u,range,False,False
biased_zero_rank_contrast,3072,199,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,200,shared_correction,range,False,False
biased_zero_rank_contrast,3072,200,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,200,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,200,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,200,complete_u,range,False,False
biased_zero_rank_contrast,3072,200,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,201,shared_correction,range,False,False
biased_zero_rank_contrast,3072,201,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,201,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,201,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,201,complete_u,range,False,False
biased_zero_rank_contrast,3072,201,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,202,shared_correction,range,False,False
biased_zero_rank_contrast,3072,202,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,202,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,202,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,202,complete_u,range,False,False
biased_zero_rank_contrast,3072,202,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,203,shared_correction,range,False,False
biased_zero_rank_contrast,3072,203,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,203,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,203,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,203,complete_u,range,False,False
biased_zero_rank_contrast,3072,203,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,204,shared_correction,range,False,False
biased_zero_rank_contrast,3072,204,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,204,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,204,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,204,complete_u,range,False,False
biased_zero_rank_contrast,3072,204,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,205,shared_correction,range,False,False
biased_zero_rank_contrast,3072,205,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,205,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,205,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,205,complete_u,range,False,False
biased_zero_rank_contrast,3072,205,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,206,shared_correction,range,False,False
biased_zero_rank_contrast,3072,206,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,206,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,206,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,206,complete_u,range,False,False
biased_zero_rank_contrast,3072,206,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,207,shared_correction,range,False,False
biased_zero_rank_contrast,3072,207,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,207,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,207,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,207,complete_u,range,False,False
biased_zero_rank_contrast,3072,207,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,208,shared_correction,range,False,False
biased_zero_rank_contrast,3072,208,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,208,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,208,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,208,complete_u,range,False,False
biased_zero_rank_contrast,3072,208,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,209,shared_correction,range,False,False
biased_zero_rank_contrast,3072,209,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,209,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,209,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,209,complete_u,range,False,False
biased_zero_rank_contrast,3072,209,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,210,shared_correction,range,False,False
biased_zero_rank_contrast,3072,210,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,210,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,210,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,210,complete_u,range,False,False
biased_zero_rank_contrast,3072,210,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,211,shared_correction,range,False,False
biased_zero_rank_contrast,3072,211,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,211,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,211,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,211,complete_u,range,False,False
biased_zero_rank_contrast,3072,211,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,212,shared_correction,range,False,False
biased_zero_rank_contrast,3072,212,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,212,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,212,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,212,complete_u,range,False,False
biased_zero_rank_contrast,3072,212,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,213,shared_correction,range,False,False
biased_zero_rank_contrast,3072,213,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,213,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,213,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,213,complete_u,range,False,False
biased_zero_rank_contrast,3072,213,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,214,shared_correction,range,False,False
biased_zero_rank_contrast,3072,214,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,214,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,214,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,214,complete_u,range,False,False
biased_zero_rank_contrast,3072,214,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,215,shared_correction,range,False,False
biased_zero_rank_contrast,3072,215,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,215,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,215,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,215,complete_u,range,False,False
biased_zero_rank_contrast,3072,215,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,216,shared_correction,range,False,False
biased_zero_rank_contrast,3072,216,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,216,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,216,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,216,complete_u,range,False,False
biased_zero_rank_contrast,3072,216,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,217,shared_correction,range,False,False
biased_zero_rank_contrast,3072,217,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,217,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,217,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,217,complete_u,range,False,False
biased_zero_rank_contrast,3072,217,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,218,shared_correction,range,False,False
biased_zero_rank_contrast,3072,218,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,218,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,218,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,218,complete_u,range,False,False
biased_zero_rank_contrast,3072,218,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,219,shared_correction,range,False,False
biased_zero_rank_contrast,3072,219,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,219,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,219,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,219,complete_u,range,False,False
biased_zero_rank_contrast,3072,219,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,220,shared_correction,range,False,False
biased_zero_rank_contrast,3072,220,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,220,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,220,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,220,complete_u,range,False,False
biased_zero_rank_contrast,3072,220,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,221,shared_correction,range,False,False
biased_zero_rank_contrast,3072,221,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,221,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,221,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,221,complete_u,range,False,False
biased_zero_rank_contrast,3072,221,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,222,shared_correction,range,False,False
biased_zero_rank_contrast,3072,222,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,222,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,222,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,222,complete_u,range,False,False
biased_zero_rank_contrast,3072,222,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,223,shared_correction,range,False,False
biased_zero_rank_contrast,3072,223,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,223,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,223,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,223,complete_u,range,False,False
biased_zero_rank_contrast,3072,223,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,224,shared_correction,range,False,False
biased_zero_rank_contrast,3072,224,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,224,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,224,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,224,complete_u,range,False,False
biased_zero_rank_contrast,3072,224,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,225,shared_correction,range,False,False
biased_zero_rank_contrast,3072,225,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,225,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,225,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,225,complete_u,range,False,False
biased_zero_rank_contrast,3072,225,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,226,shared_correction,range,False,False
biased_zero_rank_contrast,3072,226,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,226,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,226,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,226,complete_u,range,False,False
biased_zero_rank_contrast,3072,226,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,227,shared_correction,range,False,False
biased_zero_rank_contrast,3072,227,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,227,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,227,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,227,complete_u,range,False,False
biased_zero_rank_contrast,3072,227,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,228,shared_correction,range,False,False
biased_zero_rank_contrast,3072,228,shared_correction,hybrid,False,False
